nom_cabina,country,Commons category,population,calidad_aire,codi_dtes,zqa,codi_eoi,longitud,latitud,hora_o3,calidad_o3,valor_o3,hora_no2,calidad_no2,valor_no2,hora_pm10,calidad_pm10,valor_pm10,generat,dateTime
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,10h,Buena,34 µg/m³,10h,Bona,33 µg/m³,10h,Buena,24 µg/m³,15/06/2018 11:00,1529053503
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,10h,Bona,54 µg/m³,10h,Buena,31 µg/m³,15/06/2018 11:00,1529053503
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,11h,Bona,41 µg/m³,NA,NA,NA,15/06/2018 12:00,1529057103
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,11h,Buena,18 µg/m³,11h,Bona,75 µg/m³,11h,Buena,35 µg/m³,15/06/2018 12:00,1529057103
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,30 µg/m³,11h,Bona,54 µg/m³,11h,Buena,30 µg/m³,15/06/2018 12:00,1529057103
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,50 µg/m³,11h,Bona,44 µg/m³,NA,NA,NA,15/06/2018 12:00,1529057103
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,44 µg/m³,11h,Bona,23 µg/m³,11h,Buena,24 µg/m³,15/06/2018 12:00,1529057103
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,11h,Buena,41 µg/m³,11h,Bona,31 µg/m³,11h,Buena,24 µg/m³,15/06/2018 12:00,1529057103
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,11h,Bona,37 µg/m³,11h,Buena,31 µg/m³,15/06/2018 12:00,1529057103
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,12h,Bona,58 µg/m³,NA,NA,NA,15/06/2018 13:00,1529060703
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,28 µg/m³,12h,Bona,80 µg/m³,12h,Buena,35 µg/m³,15/06/2018 13:00,1529060703
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,12h,Buena,32 µg/m³,12h,Bona,73 µg/m³,12h,Buena,30 µg/m³,15/06/2018 13:00,1529060703
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,52 µg/m³,12h,Bona,27 µg/m³,NA,NA,NA,15/06/2018 13:00,1529060703
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,12h,Buena,45 µg/m³,12h,Bona,22 µg/m³,12h,Buena,25 µg/m³,15/06/2018 13:00,1529060703
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,12h,Buena,38 µg/m³,12h,Bona,46 µg/m³,12h,Buena,24 µg/m³,15/06/2018 13:00,1529060703
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,12h,Bona,26 µg/m³,12h,Buena,31 µg/m³,15/06/2018 13:00,1529060703
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,12h,Bona,58 µg/m³,NA,NA,NA,15/06/2018 14:00,1529064302
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,13h,Buena,38 µg/m³,13h,Bona,77 µg/m³,13h,Buena,35 µg/m³,15/06/2018 14:00,1529064302
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,13h,Buena,42 µg/m³,13h,Bona,75 µg/m³,13h,Buena,30 µg/m³,15/06/2018 14:00,1529064302
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,13h,Buena,64 µg/m³,13h,Bona,31 µg/m³,NA,NA,NA,15/06/2018 14:00,1529064302
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,52 µg/m³,13h,Bona,38 µg/m³,13h,Buena,25 µg/m³,15/06/2018 14:00,1529064302
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,38 µg/m³,13h,Bona,66 µg/m³,13h,Buena,25 µg/m³,15/06/2018 14:00,1529064302
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,13h,Bona,36 µg/m³,13h,Buena,31 µg/m³,15/06/2018 14:00,1529064302
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,12h,Bona,58 µg/m³,NA,NA,NA,15/06/2018 15:00,1529067903
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,14h,Buena,46 µg/m³,14h,Bona,84 µg/m³,14h,Buena,35 µg/m³,15/06/2018 15:00,1529067903
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,14h,Buena,61 µg/m³,14h,Bona,57 µg/m³,14h,Buena,29 µg/m³,15/06/2018 15:00,1529067903
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,75 µg/m³,14h,Bona,19 µg/m³,NA,NA,NA,15/06/2018 15:00,1529067903
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,67 µg/m³,14h,Bona,37 µg/m³,14h,Buena,26 µg/m³,15/06/2018 15:00,1529067903
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,50 µg/m³,14h,Bona,67 µg/m³,14h,Buena,25 µg/m³,15/06/2018 15:00,1529067903
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,14h,Bona,27 µg/m³,14h,Buena,31 µg/m³,15/06/2018 15:00,1529067903
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,--,ID,01,08019042,2.1331,41.3788,NA,NA,NA,13h,--,--,NA,NA,NA,15/06/2018 16:00,1529071502
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,15h,Buena,47 µg/m³,15h,Bona,90 µg/m³,15h,Buena,35 µg/m³,15/06/2018 16:00,1529071502
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,15h,Buena,67 µg/m³,15h,Bona,65 µg/m³,15h,Buena,29 µg/m³,15/06/2018 16:00,1529071502
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,15h,Buena,77 µg/m³,15h,Bona,21 µg/m³,NA,NA,NA,15/06/2018 16:00,1529071502
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,84 µg/m³,15h,Bona,28 µg/m³,15h,Buena,26 µg/m³,15/06/2018 16:00,1529071502
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,95 µg/m³,15h,Bona,49 µg/m³,15h,Buena,25 µg/m³,15/06/2018 16:00,1529071502
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,15h,Bona,20 µg/m³,15h,Buena,30 µg/m³,15/06/2018 16:00,1529071502
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,--,ID,01,08019042,2.1331,41.3788,NA,NA,NA,14h,--,--,NA,NA,NA,15/06/2018 17:00,1529075103
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,16h,Buena,48 µg/m³,16h,Regular,110 µg/m³,16h,Buena,35 µg/m³,15/06/2018 17:00,1529075103
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,16h,Buena,53 µg/m³,16h,Regular,94 µg/m³,16h,Buena,29 µg/m³,15/06/2018 17:00,1529075103
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,16h,Buena,76 µg/m³,16h,Bona,36 µg/m³,NA,NA,NA,15/06/2018 17:00,1529075103
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,16h,Buena,81 µg/m³,16h,Bona,52 µg/m³,16h,Buena,26 µg/m³,15/06/2018 17:00,1529075103
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,16h,Buena,89 µg/m³,16h,Bona,39 µg/m³,16h,Buena,25 µg/m³,15/06/2018 17:00,1529075103
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,16h,Bona,26 µg/m³,16h,Buena,30 µg/m³,15/06/2018 17:00,1529075103
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,--,ID,01,08019042,2.1331,41.3788,NA,NA,NA,15h,--,--,NA,NA,NA,15/06/2018 18:00,1529078703
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,17h,Buena,61 µg/m³,17h,Bona,82 µg/m³,17h,Buena,35 µg/m³,15/06/2018 18:00,1529078703
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,17h,Buena,62 µg/m³,17h,Bona,74 µg/m³,17h,Buena,28 µg/m³,15/06/2018 18:00,1529078703
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,17h,Buena,84 µg/m³,17h,Bona,26 µg/m³,NA,NA,NA,15/06/2018 18:00,1529078703
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,17h,Buena,70 µg/m³,17h,Bona,54 µg/m³,17h,Buena,27 µg/m³,15/06/2018 18:00,1529078703
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,17h,Buena,96 µg/m³,17h,Bona,21 µg/m³,17h,Buena,24 µg/m³,15/06/2018 18:00,1529078703
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,17h,Bona,36 µg/m³,17h,Buena,29 µg/m³,15/06/2018 18:00,1529078703
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,--,ID,01,08019042,2.1331,41.3788,NA,NA,NA,16h,--,--,NA,NA,NA,15/06/2018 19:00,1529082303
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,18h,Buena,59 µg/m³,18h,Bona,75 µg/m³,18h,Buena,35 µg/m³,15/06/2018 19:00,1529082303
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,71 µg/m³,18h,Bona,61 µg/m³,18h,Buena,28 µg/m³,15/06/2018 19:00,1529082303
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,99 µg/m³,18h,Bona,15 µg/m³,NA,NA,NA,15/06/2018 19:00,1529082303
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,18h,Buena,98 µg/m³,18h,Bona,18 µg/m³,18h,Buena,27 µg/m³,15/06/2018 19:00,1529082303
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,18h,Buena,97 µg/m³,18h,Bona,18 µg/m³,18h,Buena,24 µg/m³,15/06/2018 19:00,1529082303
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,18h,Bona,33 µg/m³,18h,Buena,29 µg/m³,15/06/2018 19:00,1529082303
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,19h,Bona,18 µg/m³,NA,NA,NA,15/06/2018 20:00,1529085903
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,19h,Buena,57 µg/m³,19h,Bona,73 µg/m³,19h,Buena,35 µg/m³,15/06/2018 20:00,1529085903
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,19h,Buena,69 µg/m³,19h,Bona,59 µg/m³,19h,Buena,27 µg/m³,15/06/2018 20:00,1529085903
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,19h,Buena,82 µg/m³,19h,Bona,27 µg/m³,NA,NA,NA,15/06/2018 20:00,1529085903
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,19h,Buena,93 µg/m³,19h,Bona,19 µg/m³,19h,Buena,27 µg/m³,15/06/2018 20:00,1529085903
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,19h,Buena,95 µg/m³,19h,Bona,19 µg/m³,19h,Buena,23 µg/m³,15/06/2018 20:00,1529085903
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,19h,Bona,27 µg/m³,19h,Buena,29 µg/m³,15/06/2018 20:00,1529085903
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,20h,Bona,20 µg/m³,NA,NA,NA,15/06/2018 21:00,1529089503
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,20h,Buena,50 µg/m³,20h,Bona,79 µg/m³,20h,Buena,35 µg/m³,15/06/2018 21:00,1529089503
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,20h,Buena,64 µg/m³,20h,Bona,57 µg/m³,20h,Buena,26 µg/m³,15/06/2018 21:00,1529089503
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,20h,Buena,69 µg/m³,20h,Bona,36 µg/m³,NA,NA,NA,15/06/2018 21:00,1529089503
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,87 µg/m³,20h,Bona,23 µg/m³,20h,Buena,26 µg/m³,15/06/2018 21:00,1529089503
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,20h,Buena,92 µg/m³,20h,Bona,16 µg/m³,20h,Buena,22 µg/m³,15/06/2018 21:00,1529089503
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,20h,Bona,39 µg/m³,20h,Buena,29 µg/m³,15/06/2018 21:00,1529089503
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,21h,Bona,27 µg/m³,NA,NA,NA,15/06/2018 22:00,1529093103
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,21h,Buena,55 µg/m³,21h,Bona,69 µg/m³,21h,Buena,34 µg/m³,15/06/2018 22:00,1529093103
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,21h,Buena,61 µg/m³,21h,Bona,59 µg/m³,21h,Buena,26 µg/m³,15/06/2018 22:00,1529093103
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,21h,Buena,73 µg/m³,21h,Bona,32 µg/m³,NA,NA,NA,15/06/2018 22:00,1529093103
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,21h,Buena,80 µg/m³,21h,Bona,27 µg/m³,21h,Buena,25 µg/m³,15/06/2018 22:00,1529093103
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,21h,Buena,86 µg/m³,21h,Bona,31 µg/m³,21h,Buena,22 µg/m³,15/06/2018 22:00,1529093103
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,21h,Bona,28 µg/m³,21h,Buena,29 µg/m³,15/06/2018 22:00,1529093103
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,22h,Bona,27 µg/m³,NA,NA,NA,15/06/2018 23:00,1529096703
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,22h,Buena,46 µg/m³,22h,Bona,82 µg/m³,22h,Buena,34 µg/m³,15/06/2018 23:00,1529096703
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,22h,Buena,48 µg/m³,22h,Bona,75 µg/m³,22h,Buena,25 µg/m³,15/06/2018 23:00,1529096703
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,21h,Buena,73 µg/m³,21h,Bona,32 µg/m³,NA,NA,NA,15/06/2018 23:00,1529096703
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,22h,Buena,62 µg/m³,22h,Bona,47 µg/m³,22h,Buena,25 µg/m³,15/06/2018 23:00,1529096703
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,NA,NA,NA,NA,NA,NA,23h,Buena,21 µg/m³,15/06/2018 23:00,1529096703
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,NA,NA,NA,23h,Buena,28 µg/m³,15/06/2018 23:00,1529096703
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,23h,Bona,45 µg/m³,NA,NA,NA,16/06/2018 0:00,1529100302
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,23h,Buena,30 µg/m³,23h,Bona,90 µg/m³,23h,Buena,33 µg/m³,16/06/2018 0:00,1529100302
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,23h,Buena,34 µg/m³,23h,Bona,82 µg/m³,23h,Buena,25 µg/m³,16/06/2018 0:00,1529100302
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,--,IL,01,08019050,2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/06/2018 0:00,1529100302
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,23h,Buena,65 µg/m³,23h,Bona,34 µg/m³,23h,Buena,24 µg/m³,16/06/2018 0:00,1529100302
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,23h,Buena,58 µg/m³,23h,Bona,44 µg/m³,23h,Buena,21 µg/m³,16/06/2018 0:00,1529100302
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,23h,Bona,23 µg/m³,23h,Buena,27 µg/m³,16/06/2018 0:00,1529100302
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,0h,Bona,40 µg/m³,NA,NA,NA,16/06/2018 1:00,1529103903
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,0h,Buena,26 µg/m³,0h,Bona,89 µg/m³,0h,Buena,34 µg/m³,16/06/2018 1:00,1529103903
Gràcia,Spain,Gràcia District,123276.0,Regular,IJ,01,08019044,2.1534,41.3987,0h,Buena,15 µg/m³,0h,Regular,103 µg/m³,0h,Buena,26 µg/m³,16/06/2018 1:00,1529103903
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,0h,Buena,73 µg/m³,0h,Bona,32 µg/m³,NA,NA,NA,16/06/2018 1:00,1529103903
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,0h,Buena,70 µg/m³,0h,Bona,26 µg/m³,0h,Buena,24 µg/m³,16/06/2018 1:00,1529103903
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,0h,Buena,58 µg/m³,0h,Bona,44 µg/m³,0h,Buena,22 µg/m³,16/06/2018 1:00,1529103903
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,0h,Bona,32 µg/m³,0h,Buena,27 µg/m³,16/06/2018 1:00,1529103903
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,1h,Bona,37 µg/m³,NA,NA,NA,16/06/2018 2:00,1529107502
Eixample,Spain,"Eixample, Barcelona",269349.0,Regular,IH,01,08019043,2.1538,41.3853,1h,Buena,11 µg/m³,1h,Regular,107 µg/m³,1h,Buena,35 µg/m³,16/06/2018 2:00,1529107502
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,1h,Buena,43 µg/m³,1h,Bona,67 µg/m³,1h,Buena,26 µg/m³,16/06/2018 2:00,1529107502
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,--,IL,01,08019050,2.1874,41.3864,23h,--,--,23h,--,--,NA,NA,NA,16/06/2018 2:00,1529107502
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,1h,Buena,56 µg/m³,1h,Bona,35 µg/m³,1h,Buena,24 µg/m³,16/06/2018 2:00,1529107502
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,1h,Buena,50 µg/m³,1h,Bona,41 µg/m³,1h,Buena,21 µg/m³,16/06/2018 2:00,1529107502
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,1h,Bona,23 µg/m³,1h,Buena,26 µg/m³,16/06/2018 2:00,1529107502
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,2h,Bona,46 µg/m³,NA,NA,NA,16/06/2018 3:00,1529111103
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,2h,Buena,37 µg/m³,2h,Bona,74 µg/m³,2h,Buena,35 µg/m³,16/06/2018 3:00,1529111103
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,2h,Buena,57 µg/m³,2h,Bona,44 µg/m³,2h,Buena,26 µg/m³,16/06/2018 3:00,1529111103
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,--,IL,01,08019050,2.1874,41.3864,1h,--,--,1h,--,--,NA,NA,NA,16/06/2018 3:00,1529111103
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,2h,Buena,41 µg/m³,2h,Bona,48 µg/m³,3h,Buena,24 µg/m³,16/06/2018 3:00,1529111103
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,2h,Buena,45 µg/m³,2h,Bona,44 µg/m³,2h,Buena,22 µg/m³,16/06/2018 3:00,1529111103
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,2h,Bona,24 µg/m³,2h,Buena,26 µg/m³,16/06/2018 3:00,1529111103
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,3h,Bona,28 µg/m³,NA,NA,NA,16/06/2018 4:00,1529114702
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,3h,Buena,39 µg/m³,3h,Bona,58 µg/m³,3h,Buena,34 µg/m³,16/06/2018 4:00,1529114702
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,3h,Buena,40 µg/m³,3h,Bona,57 µg/m³,3h,Buena,26 µg/m³,16/06/2018 4:00,1529114702
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,28 µg/m³,3h,Bona,73 µg/m³,NA,NA,NA,16/06/2018 4:00,1529114702
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,3h,Buena,30 µg/m³,3h,Bona,58 µg/m³,3h,Buena,24 µg/m³,16/06/2018 4:00,1529114702
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,47 µg/m³,3h,Bona,29 µg/m³,3h,Buena,22 µg/m³,16/06/2018 4:00,1529114702
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,3h,Bona,40 µg/m³,3h,Buena,26 µg/m³,16/06/2018 4:00,1529114702
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,4h,Bona,28 µg/m³,NA,NA,NA,16/06/2018 5:00,1529118303
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,4h,Buena,45 µg/m³,4h,Bona,41 µg/m³,5h,Buena,34 µg/m³,16/06/2018 5:00,1529118303
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,4h,Buena,41 µg/m³,4h,Bona,41 µg/m³,4h,Buena,26 µg/m³,16/06/2018 5:00,1529118303
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,4h,Buena,51 µg/m³,4h,Bona,37 µg/m³,NA,NA,NA,16/06/2018 5:00,1529118303
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,4h,Buena,17 µg/m³,4h,Bona,62 µg/m³,4h,Buena,24 µg/m³,16/06/2018 5:00,1529118303
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,4h,Buena,55 µg/m³,4h,Bona,24 µg/m³,4h,Buena,22 µg/m³,16/06/2018 5:00,1529118303
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,4h,Bona,57 µg/m³,4h,Buena,26 µg/m³,16/06/2018 5:00,1529118303
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,5h,Bona,18 µg/m³,NA,NA,NA,16/06/2018 6:00,1529121903
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,5h,Buena,51 µg/m³,5h,Bona,33 µg/m³,5h,Buena,33 µg/m³,16/06/2018 6:00,1529121903
